Seniority,Age,MonthSal,CustMonVal,PremMotor,PremHousehold,PremHealth,PremLife,PremWork,kmeans_cluster_labels
0.4388045452481521,-0.8082312823761019,-0.3295581391934167,0.6217163685154512,0.5486098163285428,-0.5389862795444643,-0.2586560318859574,0.11398736526792172,-0.5136982327147184,1
-0.8231978475476848,-1.5625145139005654,-1.8684021935580148,-1.3506100902871407,-1.6293887678719203,0.8860220355319436,-0.6821902273099137,3.228305466568082,1.4080722592804134,2
-0.545139061005994,-0.11196983789198156,-0.22696853556911015,1.0981404711397056,-0.690058904938318,0.07481462944390387,-0.5695618214489426,0.944781927586687,1.2549594376972066,2
-0.3811484599636363,-0.7502094953357584,-1.435474066263441,-0.9110058293855048,-0.8628301991774846,-0.6917488635808662,2.0939786411110832,-0.13246338567920554,-0.267124138885222,4
0.27481394420579447,-0.2860351990130116,-0.7542790981980457,-0.7098832211475213,0.27686181106769864,-0.6729180187342736,0.2585210459775385,-0.48218270321857404,0.01519781483571235,4
0.27481394420579447,0.7003351806728254,0.06951541890513575,-0.9392754568168873,1.022325785746452,-0.7952127189739416,-0.7091696553298422,-0.73095646895612,-0.7122495990996928,1
1.4227481515022982,1.454618412197289,1.6463176266107273,-1.0998038044108964,-1.0493969199528588,0.3756849819366511,2.190761986071461,-0.5689789831151202,-0.3101938495977979,3
-0.05316725787892091,-0.344056986053355,-0.7747970189229071,-1.4036830420588644,-0.3826179707028426,0.8060438405655173,-0.287205691166305,0.5293846464273045,0.26887841093278364,4
1.094766949417583,-0.5761441342147284,-0.6527153906099823,0.5275869823542807,0.3198539075218047,-0.7975401267639699,0.6503651196003086,-0.6933658659838932,-0.6644422202087338,0
1.9147199546293712,1.1645094769955722,1.3785587611512873,-1.305240034273287,-0.6673584940771516,-0.10397260533554152,1.5339770743270658,-0.05031313536349656,0.30957928755616776,3
-0.3811484599636363,1.3385748381166023,1.5355208546964763,0.272004901108157,-0.030579123167776733,-0.38135729740163965,0.9026013593421796,-0.4845057180089925,-0.6429073648524457,3
0.4388045452481521,0.5842916065921387,0.34445555661827726,0.7171167324766701,-0.3737129863778834,0.041807755330775444,1.2547614065652666,-0.11134506940267364,-0.11401131730201503,3
1.094766949417583,1.106487689955229,1.2913575980706267,-0.836557341885692,-0.6908618133610603,0.5637818478762097,1.3214248609848782,0.03183711495221258,-0.537601922160198,3
-0.790081178666659,-1.8526234491022822,-1.4929242442930528,-1.1348904945879938,-1.871137194792123,0.5756304693527173,-0.5251671012680021,4.779656980242118,1.1567604972725332,2
0.7667857473328675,-0.4020787730936983,-0.5306337622970575,-1.188348591147611,1.487136770839402,-1.1714064508530586,-1.3088552485135425,-0.6488062186404108,-0.5136982327147184,0
-0.05316725787892091,-0.6341659212550718,-1.5637110707938244,0.2715812418414741,0.12679092768969832,-0.4778389294246303,1.184957489624817,-0.942139631721439,-0.45383133482423804,4
-0.545139061005994,-1.2143837916585054,-0.06282516977021968,-0.45819110225912174,-1.3203420167909603,1.8641680549229214,0.06338412479636268,1.7732534751150342,-0.0756792747678227,2
1.094766949417583,-0.11196983789198156,0.23571057677651236,-0.5416519777956423,1.0653178822005582,-0.4190189870948246,-1.1152885585927863,-0.7966344325761342,-0.2839213260631266,0
-0.13225581917631166,-0.8082312823761019,-1.1123168148468756,0.04172683242663579,0.09109799871506702,0.70490739296247,-0.6092458478486257,-0.5666559683247017,0.6853625135233914,4
